,background,left_ventricle,right_ventricle,left_atrium,right_atrium,myocardium,descending_aorta,pulmonary_trunk,ascending_aorta,vena_cava,auricle,coronary_artery
36,0.9926018,1.1223345e-18,4.0816326e-18,0.4394677,1.9485581e-19,2.1551724e-18,0.40601504,0.30317643,0.43266225,0.35829207,4.784689e-18,1.0
37,0.9918314,0.8434526,0.6774008,0.8779523,0.9538148,0.8760593,0.91464823,0.65786994,1.0,1.0,1.0,1.0
38,0.9826957,2.1141649e-18,0.28263858,0.33754778,0.8490377,0.82792526,0.94113797,0.24128312,1.0,5.681818e-18,1.0,1.8181819e-17
39,0.99027747,1.0,1.6666667e-18,0.2578543,0.8693442,0.30460173,0.31902134,0.7082301,0.4315961,0.5859155,0.46238533,1.2987013e-17
40,0.9844768,3.875969e-18,0.3920841,0.5485437,0.8823304,0.74247956,0.924183,0.7256837,1.0,0.037383176,1.0,1.8181819e-17
41,0.9852219,1.0,1.2300123e-18,0.746025,0.51365185,0.46643195,0.8732792,0.56857425,0.6596244,0.49291873,0.47597063,1.0869565e-17
42,0.99519646,1.0,1.2562814e-18,3.3333334e-17,1.4792899e-18,6.097561e-18,1.0,5.5248617e-18,1.0,7.0422534e-18,1.0,6.8823123e-19
43,0.9825515,0.6998117,0.4626636,0.7770784,0.9152095,0.7455816,0.94875836,0.4894456,0.5650661,1.6666666e-16,4.6082947e-18,8.1499593e-19
44,0.9519127,0.61014783,0.38878068,0.8380646,0.61697805,0.5585132,0.9422784,0.06239168,1.0,3.4843205e-18,1.0,0.006042296
45,0.98488826,0.6172919,0.7133879,0.6209247,0.8034357,0.8452076,0.03760684,0.6679245,2.3809524e-17,2.793296e-18,1.0,1.3888889e-17
46,0.9956804,1.0,1.0,1.0,1.0,1.0,0.3243243,1.0,6.7430885e-19,0.30363393,1.0,1.0
47,0.9877531,0.8524604,0.5881855,0.73744,0.7817225,0.7098737,0.95405406,0.38439825,7.122507e-19,4.366812e-18,1.0,8.403362e-18
48,0.9944171,1.0,1.0,2.5e-16,1.0,0.018731603,3.0674847e-18,1.0,1.0,1.0,1.0,1.0
49,0.9989113,1.0,1.0,1.0,6.7114093e-18,4.0983606e-18,2.5641025e-18,1.0,1.0,1.0,1.0,1.0
50,0.98714656,0.8666952,0.89148855,0.56361073,0.96123034,0.8309955,0.7082111,1.0526316e-18,1.0,9.090909e-17,1.0,1.3888889e-17
51,0.98515415,0.8576623,0.8716453,0.8303393,0.9469814,0.78488606,0.91131496,0.0013995802,1.0,2.1276596e-17,1.0,5.4945054e-18
52,0.9811974,0.8261214,5.1203276e-19,0.6448,0.11982465,0.7854705,0.8704156,0.44204018,1.0,0.36409608,1.0,2.5e-17
53,0.9966866,1.0,1.0,0.16908851,1.7064847e-18,1.0,0.79607725,0.06896552,2.0408163e-18,0.8552932,1.0,1.0
54,0.9702334,0.5208111,0.44101125,0.009803922,1.0,0.41379076,0.45910782,6.666667e-17,1.0,0.07603686,1.0,1.0
55,0.99282414,1.0,1.0,0.23610376,2.03666e-18,4e-17,0.3895891,0.12965009,4.025765e-19,0.7077827,2.0576132e-18,1.0
56,0.9821049,2.5316456e-18,0.7273251,0.8255898,0.89889616,0.6811143,0.66052127,0.5383851,0.74238545,1.851852e-17,0.66255146,4.5454544e-17
57,0.9617306,0.63434905,0.6463527,0.22297254,0.75326353,0.68806475,0.63013697,0.60993856,0.12040242,0.010710808,0.6553398,3.4482759e-18
58,0.99859726,1.0,1.0,0.14545454,1.0,1.0,0.79578525,1.851852e-17,1.0,0.23076923,1.0,1.0
59,0.9763899,1.5015016e-18,0.42329547,7.1428575e-17,1.0,0.4033772,0.0342246,1.0,1.0,0.23484848,1.0,1.0
60,0.998042,1.0,1.0,9.090909e-17,1.0,1.0,0.5639568,5.263158e-17,1.0,0.46101114,1.0,1.0
61,0.9998625,1.0,1.0,1.0,1.0,1.0,1.010101e-17,1.0,1.0,1.0,1.0,1.0
62,0.99585986,1.0,1.0,1.0,6.877579e-19,1.6233766e-18,0.37156397,1.0,1.0,4.273504e-18,1.0,1.0
63,0.9980099,1.0,1.0,1.0,1.0,7.558579e-19,9.345794e-18,1.0,1.0,1.0,1.0,1.0
64,0.99741274,1.0,1.0,1.0,1.0,6.5832787e-19,2.9498524e-18,1.0,1.0,1.0,1.0,1.0
65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,0.999579,1.0,1.0,3.703704e-17,1.0,1.0,3.6231884e-18,1.0,1.0,1.0,1.0,1.0
67,0.99653524,1.0,1.0,7.1428575e-17,1.0,6.418485e-19,1.0976948e-18,3.3333333e-16,1.0,1.0,1.0,1.0
68,0.9985688,1.0,1.0,1.0,1.0,1.0,2.0408163e-18,1.0,1.0,1.8552875e-18,1.0,1.0
69,0.995548,1.0,1.0,0.31980908,5.8823527e-17,1.0,0.626949,0.6195986,0.50345105,0.42485875,1.0,1.0
70,0.9714448,3.471017e-19,0.062048193,6.3211126e-20,0.18513751,0.1402688,3.5855145e-20,4.7938637e-19,1.4577259e-18,4.1666666e-17,1.0,1.20481925e-17
71,0.9781924,1.0,1.0,0.22222222,0.28154796,0.5032031,0.9639924,0.7121951,1.0,2.232143e-18,1.0,1.0
72,0.9924177,0.6855919,0.7097173,0.7602297,0.8659687,0.7906553,0.90224653,0.72424895,1.0,1.0,5e-16,1.3888889e-17
73,0.9565477,0.6611709,0.70743346,0.87665623,0.88985556,0.3241762,0.9269103,0.3336831,0.83591807,5.780347e-18,1.0,8.4388185e-19
74,0.9867208,0.71006614,0.70804065,0.46702808,0.73973083,0.7230202,0.9171559,0.330076,2.631579e-18,2.967359e-18,6.0240963e-18,1.0869565e-17
75,0.98953074,0.766002,0.63430357,0.7066052,0.7196855,0.86829996,0.8617318,0.6288416,1.1363636e-17,0.44801715,1.0,9.9009905e-18
76,0.9946577,1.0,1.0,1.0,1.0,1.0,0.005491488,2.0491803e-18,0.46201074,0.30236933,1.0,1.0
77,0.98052067,1.0,5.3475936e-18,0.22093023,9.14913e-19,0.42580044,0.32637075,0.49724227,1.0,1.0,1.0,1.0
78,0.98410517,1.6666666e-16,0.60807294,0.8948433,0.91458803,0.43839794,0.7913126,0.5220759,0.49078193,7.6335875e-18,1.0,5e-17
79,0.9918604,0.70854616,0.7074784,0.82247776,0.88274014,0.7861743,0.92028135,0.63274163,1.0,3.2258065e-17,1.0,1.7241379e-17
80,0.9977516,1.0,1.0,6.1349695e-18,4.9261083e-18,1.0,3.2916394e-19,0.30111456,1.4880952e-18,9.624639e-19,5.583473e-19,1.0
81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
82,0.99596655,1.0,1.0,1.0,1.0,1.0,0.12749316,1.0,1.0,1.4662757e-18,1.0,1.0
83,0.98900044,1.2578616e-18,0.57893264,0.87805057,0.87820184,0.75740397,0.85284555,0.6765379,0.5867621,1.25e-16,0.85187274,1.2019231e-18
84,0.9836433,0.8681512,0.8107364,0.849756,0.9305885,0.69447726,0.78305256,0.40945455,0.5962389,4e-17,3.5714287e-17,1.9607843e-17
85,0.97934073,1.0,0.6124438,0.22657627,0.790631,0.61260027,0.6866174,0.4703988,0.44508898,0.64965653,0.67249215,7.6335875e-18
86,0.99110025,1.0,0.46618435,0.7021908,0.8946293,0.6583646,0.79899496,0.64678305,0.16792929,2.7027026e-17,0.0030349013,2e-17
87,0.99102694,0.6378245,0.73645484,0.7599626,0.8854769,0.7668501,0.90543014,0.5706779,1.0,1.0,4.7619047e-17,1.4285714e-17
88,0.9807673,0.5734284,0.51300985,0.78404605,0.83633035,0.8267484,0.9292453,0.5165323,0.6012024,8.474576e-18,1.0,1.2820513e-17
89,0.975558,0.606759,0.2965279,0.66174686,0.8787224,0.8526486,0.95776224,0.39045092,1.6949152e-17,2.7027026e-17,1.0,7.1428575e-17
90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,0.9661535,0.05755396,0.22584257,2.374733e-19,3.2733225e-19,0.27432716,0.014778325,1.1111111e-16,3.3333333e-16,3.6764707e-19,1.0,1.0869565e-17
92,0.97523487,1.0,7.462687e-18,0.033707865,5.780347e-18,0.32269338,0.898931,2e-16,1.0,1.0,1.0,1.0460251e-18
93,0.99370503,0.8017726,0.5578684,0.8487836,0.93899053,0.93104553,0.93187726,0.16624685,1.0,1.0,1.0,1.0752688e-17
94,0.9997277,1.0,1.0,1.0,7.352941e-18,1.0,1.6666667e-17,1.0,1.0,1.0,1.0,1.0
95,0.98828703,1.0,1.0,0.053142134,0.9320294,0.24925505,0.90393233,0.09278034,0.63968146,0.6064844,0.056562085,3.4843205e-18
96,0.99726105,1.0,1.0,0.5170068,1.0,1.0,0.50363195,0.39884394,1.0,0.78566206,1.0,1.0
97,0.9967,1.0,1.0,0.2462203,1.0,1.0,0.66201836,0.083333336,0.014146773,5.605381e-19,1.0,1.0
98,0.99860054,1.0,1.0,2.1276596e-17,1.0,1.0,1.0288066e-18,0.60504204,1.0,1.0,1.0,1.0
99,0.98793656,1.9778482e-19,0.6185102,0.23741621,0.74854654,0.77730304,0.91155237,0.57049304,1.0,7.092199e-18,1.0,1.9607843e-17
100,0.99988747,1.0,1.0,1.0,1.0,1.2345679e-17,1.0,1.0,1.0,1.0,1.0,1.0
101,0.9894417,1.0,1.0,1.984127e-18,1.0,0.31494626,0.9049296,2.3809524e-17,1.0,1.0,1.0,1e-16
102,0.9890558,0.73000485,0.47179487,0.22886133,0.84721917,0.7268748,0.93719804,0.31671554,1.0,1.5873015e-17,5e-16,2e-17
103,0.99017966,0.76431024,0.7931144,0.9291075,0.926556,0.7969341,0.96219575,0.68278897,0.8098264,6.8965518e-18,2.0202021e-18,4e-17
104,0.9927115,1.0,0.7897608,0.6537267,0.9371783,0.56635284,0.7302231,0.7369542,0.7741021,2.2727272e-17,0.7782299,1.0
105,0.9944765,1.0,1.0,0.30442035,3.4965036e-18,1.0,0.4229111,0.53064615,0.50692075,0.8106766,1.2239902e-18,1.923077e-17
106,0.97808826,0.47182462,0.72405374,0.7779633,0.82794726,0.76465607,0.7056096,0.38504553,0.5174247,5.4945054e-18,1.4326647e-18,6.21118e-18
107,0.98052615,0.7786919,0.87353736,0.8169173,0.9543347,0.65325445,0.72999036,0.43644717,0.48033375,1.2987013e-17,1.0,9.708738e-18
108,0.99948585,1.0,1.0,1.0,3.4246576e-18,1.0,1.2820513e-17,1.0,1.0,1.0,1.0,1.0
109,0.97253925,3.342246e-19,0.46986797,0.05158211,0.7521711,0.74277836,0.76295733,0.34384948,2.3809524e-17,2.2883296e-18,1.1111111e-17,1.369863e-17
110,0.98791426,0.8334912,0.61054075,0.79198015,0.7466303,0.70257413,0.94133157,0.635817,1.4749262e-18,7.692307e-18,1.0,7.518797e-18
111,0.9944174,1.0,1.0,0.37882432,5.263158e-18,1.0,0.6698394,0.5640279,0.9035102,0.7238938,3.2786886e-18,1.0
112,0.99915075,1.0,1.0,1.0,1.0,2.232143e-18,0.87402797,1.0,1.0,1.0,1.0,1.0
113,0.9940493,1.6666667e-17,3.2786886e-18,1.0,1.1235955e-18,0.37701058,0.14440434,1.0,1.0,1.0,3.3783783e-18,1.0
114,0.9990573,1.0,1.0,1.0,1.0,1.0,0.2413088,1.0,3.257329e-18,1.0,1.0,1.0
115,0.9880115,0.80616593,0.5076155,0.78088033,0.7884228,0.72797364,0.95510733,0.4485937,9.0009e-19,5.6497176e-18,1.0,5.586592e-18
116,0.99843895,1.0,1.0,4.7619047e-17,1.0,1.0,0.8570948,0.09251101,1.0,1.7123288e-18,1.0,1.0
117,0.99596614,1.0,1.0,1.0,1.0,1.0,0.13912475,1.0,1.0,3.9215686e-18,1.0,1.0
118,0.98658913,0.7906916,0.6806147,0.80241257,0.7755743,0.70082206,0.93949693,0.4145226,1.0,3.7313435e-18,1.369863e-17,8.196721e-18
119,0.9891207,1.0,1.0,0.46421817,5.7142857e-18,1.0,0.9185873,0.77466935,0.8787142,0.5383023,1.0,1.0
120,0.9862868,4.3859647e-18,2.0661158e-18,0.34083372,2.5106705e-19,1.5673982e-18,0.41828915,0.5506774,0.57221884,0.60479575,1.4792899e-18,1.0
121,0.9901887,6.7114093e-18,0.55776304,0.2101324,0.5799458,0.36923873,0.47474167,0.7934233,0.54901963,1.1695907e-18,1.0,1.0
122,0.9938355,1.0,1.0,0.19648226,7.057163e-19,2e-16,0.7337383,0.7525375,0.8569836,0.44586667,1.0,1.25e-16
123,0.9637266,1.0,0.8063372,0.87520194,0.82744336,0.38304603,0.82110786,0.33080032,0.667414,3.6363637e-18,3.703704e-17,1.216545e-18
124,0.97774357,0.8316327,0.6160052,0.84651077,0.78287506,0.82048273,0.7570332,0.76574665,9.090909e-17,2.4038462e-18,1.0,3.1545742e-18
125,0.9986064,1.0,1.0,1.0,1.0,1.0,3.1545742e-18,5.780347e-18,1.0,1.953125e-18,1.0,1.0
126,0.99069875,1.0,1.0,5.7471264e-18,1.2004802e-18,3.2992412e-19,0.9636684,1.0,1.0,4.0502227e-19,1.0,1.0
127,0.986809,1.2987013e-17,1.0526316e-18,1.6963528e-19,0.013810264,0.024551928,2.1659086e-19,1.107297e-19,0.007480065,3.7271712e-19,2.0742584e-19,1.7241379e-17
128,0.99524647,1.0,1.0,8e-18,1.0,1.0,0.52709764,8.710801e-19,0.0480167,0.13779046,1.0,1.0
129,0.99858505,1.0,1.0,0.3,1.0,1.0,0.79134464,0.33333334,1.0,0.1264706,1.0,1.0
130,0.99329424,0.56699574,0.5862495,0.8309236,0.8433769,0.9313221,0.8937198,0.73083997,1.0,0.3575786,1.0,2.9325513e-18
131,0.9933841,1.0,1.0,0.22869335,3.191829e-19,2e-16,0.8986317,0.7660001,0.6642162,0.16542217,1.396648e-18,1.0
132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,0.99221706,1.1111111e-18,1.3280212e-18,0.15665796,1.0,9.708738e-19,0.65209126,1.4084507e-17,1.0,0.26196173,1e-16,1.0
135,0.99428385,1.0,1.0,0.03968254,3.8910506e-18,3.4542315e-19,0.83533716,2.2727272e-17,1.0,1.04166664e-17,1.0,1.0
136,0.9920735,1.0,1.0,4.854369e-18,6.6666667e-18,4.458315e-19,0.75996375,1.0,1.0,4.1084634e-19,1.0,1.1627907e-17
137,0.99927723,1.0,1.0,1.0,9.345794e-18,2.1276596e-17,2.8011204e-18,1.0,1.0,1.1111111e-16,1.0,1.0
138,0.99900454,1.0,1.0,3.030303e-17,1.0,1.0,1.5197568e-18,4e-17,1.0,1.0,1.0,1.0
139,0.97535133,0.61189437,0.6859191,0.7097625,0.8443365,0.8062615,0.67805517,0.2785427,1.572327e-18,1.2224938e-18,1.0869565e-17,7.352941e-18
140,0.99425316,0.74456125,0.7339525,0.15180482,0.8296469,0.7719244,0.942996,0.2093664,1.0,0.46453407,1.0,2.03666e-18
141,0.99615556,1.0,1.0,1.0,1.0,1.0,0.4279866,1.0,1.0,8.2236844e-19,1.0,1.0
142,0.9820742,0.19170985,1.0,0.21891975,0.8577643,0.5524089,0.8020284,0.57295173,0.18155712,1.6611295e-18,0.1345159,8.849558e-18
143,0.99602336,1.0,1.0,0.37794775,3.3333334e-17,1.0,0.4803962,0.519906,0.45042017,0.7604345,6.1349695e-18,2.3255814e-17
144,0.99333537,1.0,1.0,0.38447726,1.7244353e-19,1.0,0.7364316,0.83115137,0.7247674,0.06612882,2.5e-18,1.0
145,0.99482465,1.0,1.0,0.60518676,1.1363636e-17,1.0,0.79165083,0.1447444,5e-16,0.44281864,1.0,1.0
146,0.9895969,1.0,1.0,8.333333e-17,1.0,0.2944907,0.9043303,1.0,1.0,1.0,1.0,2.2727272e-17
147,0.9941399,5e-16,3.3333333e-16,0.4874222,0.67928964,2.6595745e-18,0.9448909,0.56638324,0.5883672,0.5588235,0.23499538,3.5714287e-17
148,0.99562556,1.0,1.0,0.36612543,4e-18,1.0,0.6426957,0.62665266,0.80953234,0.3961849,1.0,1.0
149,0.99256814,1.0,1.0,0.38500962,0.0903304,1.6949152e-17,0.8211587,0.87226355,0.9207508,0.092941694,9.090909e-18,1.0
150,0.97670823,0.48522592,0.6513075,0.24642065,0.66765314,0.5798839,0.5286458,1.7857144e-17,2.1786492e-18,0.11784512,5.09684e-19,1.3089005e-18
151,0.97931707,0.62373346,0.7983242,0.19088598,0.7518378,0.74054354,0.5230949,0.26846796,1.934236e-18,1.1764706e-17,1.0,4.3290042e-18
152,0.9976649,1.0,1.0,1.0,1.7543859e-17,1.0,0.048137534,9.02527e-19,1.0,9.56023e-19,1.0,1.0
153,0.9636706,1.1111111e-17,0.2247191,0.075630255,5.4200544e-19,0.36045906,0.8467446,4.1666666e-17,1.0,2.7027026e-17,1.6666666e-16,5e-17
154,0.98618144,1.0,0.7924528,0.36756757,1.0,0.5725042,0.85225886,0.25636008,1.0,7.1942447e-19,1.0,3.5335688e-18
155,0.9778511,0.7104517,0.51641107,0.8082505,0.7643939,0.85306036,0.76036036,0.5252299,3.508772e-18,1.0,1.0,2.2222222e-17
156,0.9827567,0.8245319,0.7324806,0.8398754,0.8937817,0.8651752,0.93414634,0.24323799,1.1235955e-17,2.6954179e-18,1.6666666e-16,1.3888889e-17
157,0.9596145,1.0,0.13196306,1e-16,1.0,0.16542816,0.87214726,1.0,1.0,1.0,1.0,8.5178877e-19
158,0.99055547,1.0,1.0,0.65813726,2.1008404e-18,1.0,0.85733247,0.8237686,0.90746087,0.48595688,0.12674372,1.0
159,0.98314315,0.7635415,0.62284786,0.8451326,0.9422038,0.83945805,0.92771083,0.27387702,1.923077e-17,3.2786886e-18,3.3333334e-17,1.0869565e-17
160,0.99388313,0.7785965,0.57837737,0.84956306,0.9284037,0.93136275,0.8911686,0.35724252,1.0,1.0,1.0,1.6393443e-17
161,0.99778664,1.0,5e-18,2.3809524e-17,2.0242915e-18,2.6954179e-18,0.5079396,0.086245775,1.3210039e-18,0.8470149,1.0,1.0
162,0.97971344,1.0,4.784689e-18,9.523809e-18,0.5743027,0.51577795,0.93420196,1.0,1.0,8.4459457e-19,1.0,1.6129033e-17
163,0.98185873,0.64796233,0.3522993,0.67342246,0.931577,0.7466723,0.92935634,0.4627415,0.44730172,9.708738e-18,4.62963e-18,1.3812154e-18
164,0.998605,1.0,1.0,1.0,1.0,5.988024e-18,1.6778523e-18,4.347826e-17,1.0,4.6082947e-18,1.0,1.0
165,0.98791957,1.0,1.0,0.39506173,0.47269696,1.4190436e-19,0.9177609,0.49304175,1.0,3.1545742e-18,1.0,3.3333333e-16
166,0.9961379,1.0,1.0,1.0,1.6666667e-18,7.369197e-19,1.2300123e-18,1.0,1.0,1.0,1.0,1.0
167,0.9997013,1.0,1.0,1.0,1.0,1.0,4.651163e-18,1.0,1.0,1.0,1.0,1.0
168,0.9996582,1.0,1.0,1.0,1.0,1.0,4.0650406e-18,1.0,1.0,1.0,1.0,1.0
169,0.99043804,0.3367151,0.362747,0.0052253427,0.6618555,0.7842829,0.89911306,2.1276596e-17,1.0,0.08362369,1.0,1e-16
170,0.9959338,1.0,1.0,1e-15,1.0,1.0,0.24598931,2e-16,1.0,0.005154639,1.0,1.0
171,0.9987944,1.0,6.25e-18,1.0,1.0,1.4144271e-18,1.0,1.0,1.0,1.0,1.0,1.0
172,0.9964171,1.0,1.0,0.2744186,1.0,1.0,0.71635884,0.33941093,0.17739452,0.11780455,1.0,1.0
173,0.9583813,0.6817087,0.4533695,0.88437647,0.67856455,0.6055791,0.944086,0.028205128,3.2679739e-18,4.347826e-18,1e-16,1.4245014e-18
174,0.9864779,0.45328224,0.8189774,0.88469225,0.8963079,0.6729985,0.93500394,0.5591062,1.25e-16,3.703704e-17,2.0491803e-18,1.1111111e-16
175,0.99895865,1.0,1.0,1.1627907e-17,1.0,1.0,1.5313936e-18,1e-16,1.0,1.0,1.0,1.0
176,0.9943345,5.050505e-18,4.0650406e-18,4.672897e-18,1.934236e-18,5.3304904e-19,0.027105518,1.0,1.0,1.0,1.0,1.0
177,0.99581844,1.0,1.0,1.0,1.0,1.0,0.15963303,1.0,1.0,4.032258e-18,1.0,1.0
178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
179,0.9978063,1.0,1.0,1.0,1.0,1.0,1.0976948e-18,8.333333e-17,1.0,1.5313936e-18,1.0,1.0
180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
181,0.99319744,1.0,3.4482758e-17,3.0590395e-19,1.2318305e-19,4.385965e-19,6.684492e-19,7.673419e-20,0.0820876,3.6049027e-19,2.4125452e-19,2.5e-16
182,0.9880768,3.3333333e-16,0.054104477,0.62770563,0.7929475,0.1657485,0.5486891,0.557034,0.76150626,0.12990528,0.63081586,2.7027026e-17
183,0.9950262,1.851852e-17,1.0,0.11901082,5.0125315e-19,1.0204082e-17,0.7615298,0.8262669,0.8444974,0.539559,2.2222222e-17,1.0
184,0.99545866,1.0,1.0,4e-17,5.5555554e-17,8.695652e-18,5.7012545e-19,5.025126e-19,1.0,1.0,3.4831069e-19,1.0
185,0.9837203,5.0761423e-18,0.062305298,0.58732444,0.92078143,0.7194101,0.6062958,0.6010596,0.5349453,1.8552875e-18,0.27035102,2.631579e-18
186,0.99695605,1.0,1.0,1.0,1.0,1.0,6.1690313e-19,1.0,1.0,1.7730496e-18,1.0,1.0
187,0.99543405,1.0,1.0,0.054398432,0.4692533,1.0,0.59875774,0.6152366,0.90739536,0.31085044,0.3910501,1.0
188,0.9879717,0.805628,0.6962432,0.7581898,0.7710214,0.70795393,0.93564016,0.4904266,1.6666666e-16,5.0761423e-18,7.692307e-18,9.433963e-18
189,0.9682529,0.6913491,0.73880595,0.6677931,0.73399615,0.5318265,0.9362912,0.39269927,0.5028606,1.0,0.21148036,3.4602076e-18
190,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
191,0.9755327,1.5015016e-18,0.33374536,3.3333334e-17,1.0,0.38512146,0.052899286,1.0,1.0,0.25214592,1.0,1.0
192,0.9936823,0.7703134,0.90696436,0.86683327,0.93399644,0.89033437,0.9676747,0.3503909,0.5320197,4.4444443e-18,6.7567566e-18,1.6666666e-16
